"MADON","MAMH","GIA","TRONGLUONG","TONGTIEN","SOLUONGDAT","KENHBANHANG","QUY","THUTRONGTUAN","BANG","LOAICUAHANG","MACUAHANG"
"14199","8027",39,550,39,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_21"
"142","13149",125.9,1655,125.9,1,"Tai cua hang",3,"Wednesday","RS","Vat ly","10"
"1420","12785",99.9,2900,99.9,1,"Tai cua hang",1,"Saturday","SC","Vat ly","57"
"14200","14090",75.9,238,75.9,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","14"
"14201","13788",62.7,550,62.7,1,"Tai cua hang",3,"Sunday","PA","Vat ly","23"
"14202","7283",36.99,1200,36.99,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"14203","5688",27.9,200,27.9,1,"Tai cua hang",1,"Thursday","PA","Vat ly","23"
"14204","9745",199.98,586,199,1,"Tai cua hang",4,"Tuesday","PE","Vat ly","42"
"14205","1980",29,200,29,1,"Tai cua hang",4,"Sunday","RJ","Vat ly","8"
"14206","8089",79,200,79,1,"Tai cua hang",2,"Sunday","SP","Vat ly","95"
"14207","3793",228,11350,228,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"14208","9864",174.33,483,174.33,1,"Tai cua hang",3,"Saturday","SP","Vat ly","14"
"14209","6933",108.99,2050,108.99,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_5"
"1421","13805",69.9,2600,75,1,"Tai cua hang",3,"Thursday","SP","Vat ly","16"
"14210","16799",149,6550,149,1,"Tai cua hang",1,"Wednesday","RJ","Vat ly","8"
"14211","8752",24.5,100,24.5,1,"Tai cua hang",4,"Saturday","SP","Vat ly","64"
"14212","5103",79.99,11880,239.97,3,"Tai cua hang",1,"Friday","SP","Vat ly","17"
"14213","8023",129.9,2950,129.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_29"
"14214","16559",95.9,1400,109.9,1,"Tai cua hang",1,"Monday","PE","Vat ly","44"
"14215","16097",37.5,450,37.5,1,"Tai cua hang",1,"Sunday","SP","Vat ly","25"
"14215","18294",37.5,450,37.5,1,"Tai cua hang",1,"Sunday","SP","Vat ly","71"
"14215","20165",29.9,350,29.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","22"
"14216","4821",95.2,750,95.2,1,"Tai cua hang",2,"Sunday","SP","Vat ly","66"
"14217","11585",38,2900,38,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","61"
"14218","17691",29.99,343,29.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","19"
"14219","7030",24.99,300,24.99,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"1422","20121",174.97,2300,174.97,1,"Tai cua hang",2,"Monday","SP","Vat ly","22"
"14220","13420",38.9,450,38.9,1,"Tai cua hang",4,"Sunday","RS","Vat ly","10"
"14221","14245",46.9,693,46.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","52"
"14222","14209",77.2,1050,85.5,1,"Tai cua hang",4,"Friday","GO","Vat ly","26"
"14223","4304",99.8,575,99.8,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_29"
"14224","11107",103.83,2600,103.83,1,"Truc tuyen",3,"Wednesday","SP","Truc tuyen","OL_28"
"14225","14014",110,150,110,1,"Tai cua hang",4,"Saturday","SP","Vat ly","34"
"14226","9254",79,250,79,1,"Tai cua hang",1,"Saturday","MG","Vat ly","15"
"14227","16922",14.99,350,14.99,1,"Tai cua hang",3,"Saturday","MG","Vat ly","20"
"14228","847",24.5,150,24.5,1,"Tai cua hang",4,"Friday","BA","Vat ly","50"
"14229","12269",45,5600,45,1,"Truc tuyen",4,"Tuesday","RJ","Truc tuyen","OL_16"
"1423","8891",9.99,250,9.99,1,"Tai cua hang",3,"Thursday","SP","Vat ly","14"
"14230","13014",49.29,300,50.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","52"
"14231","15601",119.95,3600,130,1,"Truc tuyen",1,"Thursday","RJ","Truc tuyen","OL_21"
"14232","4386",53.9,1650,53.9,1,"Truc tuyen",2,"Tuesday","DF","Truc tuyen","OL_4"
"14233","14238",149,350,149,1,"Tai cua hang",4,"Wednesday","MG","Vat ly","81"
"14234","6801",28,350,28,1,"Tai cua hang",4,"Thursday","CE","Vat ly","68"
"14235","11736",71.1,2933,71.1,1,"Truc tuyen",3,"Saturday","PR","Truc tuyen","OL_7"
"14236","19376",34.9,700,34.9,1,"Tai cua hang",2,"Saturday","ES","Vat ly","45"
"14237","3640",89.9,2120,89.9,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_28"
"14238","11925",13.99,150,13.99,1,"Tai cua hang",3,"Sunday","DF","Vat ly","27"
"14239","1746",29.99,1000,29.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","71"
"1424","11765",135,5250,135,1,"Tai cua hang",4,"Monday","SP","Vat ly","85"
"14240","3945",19.9,800,19.9,1,"Tai cua hang",4,"Friday","SP","Vat ly","34"
"14241","16196",35,700,35,1,"Tai cua hang",3,"Saturday","SP","Vat ly","100"
"14242","17743",57.9,875,57.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","36"
"14243","11513",74.2,6250,74.5,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_28"
"14244","4188",27.9,300,27.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","22"
"14245","18288",349.9,525,349.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","52"
"14246","7314",61.9,1350,57.9,1,"Tai cua hang",3,"Thursday","MG","Vat ly","37"
"14247","3781",11.6,275,11.6,1,"Truc tuyen",1,"Saturday","RJ","Truc tuyen","OL_21"
"14248","11094",109.9,1400,219.8,2,"Tai cua hang",2,"Tuesday","SP","Vat ly","14"
"14249","17959",17.99,150,17.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","94"
"1425","14047",125.9,4550,125.9,1,"Truc tuyen",3,"Wednesday","MG","Truc tuyen","OL_3"
"14250","1042",33.4,200,133.6,4,"Tai cua hang",1,"Saturday","MG","Vat ly","15"
"14251","19222",285.6,400,285.6,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","22"
"14252","10119",46.99,300,46.49,1,"Tai cua hang",4,"Sunday","SP","Vat ly","24"
"14253","1564",105,2800,105,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"14253","7471",589,1466,589,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"14254","462",147.9,7150,147.9,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","52"
"14255","18365",579,14100,579,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","66"
"14256","1487",104.9,1450,104.9,1,"Truc tuyen",3,"Friday","BA","Truc tuyen","OL_22"
"14257","465",49,250,49,1,"Tai cua hang",2,"Thursday","SP","Vat ly","91"
"14258","12809",150,675,150,1,"Tai cua hang",2,"Saturday","SP","Vat ly","38"
"14259","14945",119.99,150,229.98,2,"Tai cua hang",4,"Wednesday","MG","Vat ly","15"
"1426","17660",276.95,800,553.8,2,"Tai cua hang",4,"Thursday","MG","Vat ly","86"
"14260","3560",139.9,7300,139.9,1,"Tai cua hang",4,"Saturday","SP","Vat ly","62"
"14261","14771",24.99,350,29.9,1,"Tai cua hang",2,"Sunday","PE","Vat ly","48"
"14262","11879",149.49,1000,306.98,2,"Tai cua hang",1,"Wednesday","SP","Vat ly","95"
"14263","10947",44.9,200,42.99,1,"Tai cua hang",1,"Sunday","SC","Vat ly","59"
"14264","12338",89.9,1383,89.9,1,"Truc tuyen",4,"Friday","RJ","Truc tuyen","OL_21"
"14265","4424",25.9,268,25.9,1,"Tai cua hang",3,"Sunday","RJ","Vat ly","70"
"14266","14536",79.9,1500,89.9,1,"Truc tuyen",4,"Friday","MG","Truc tuyen","OL_3"
"14267","6525",79.99,950,79.99,1,"Tai cua hang",1,"Sunday","GO","Vat ly","35"
"14268","16934",83.9,850,83.9,1,"Tai cua hang",1,"Sunday","MG","Vat ly","15"
"14269","10316",99.99,4825,99.99,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_16"
"1427","10078",76.9,1550,76.9,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_23"
"1427","17538",76.9,1700,76.9,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_23"
"14270","3315",37.91,250,37.91,1,"Tai cua hang",3,"Sunday","SP","Vat ly","100"
"14271","2539",135,1850,135,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"14272","9013",450,4700,450,1,"Truc tuyen",4,"Monday","RJ","Truc tuyen","OL_21"
"14273","15427",80.49,417,80.49,1,"Tai cua hang",1,"Sunday","SP","Vat ly","6"
"14274","19772",89.9,16100,89.9,1,"Tai cua hang",3,"Monday","BA","Vat ly","33"
"14275","8484",179,7100,169,1,"Tai cua hang",3,"Monday","SP","Vat ly","46"
"14276","18914",79.75,117,80,1,"Tai cua hang",3,"Saturday","DF","Vat ly","27"
"14277","16335",78.8,150,78.8,1,"Tai cua hang",2,"Thursday","DF","Vat ly","31"
"14278","17120",249.9,7850,249,1,"Tai cua hang",2,"Thursday","GO","Vat ly","35"
"14279","13704",32.49,150,31.49,1,"Tai cua hang",2,"Saturday","SP","Vat ly","36"
"1428","3071",899,9300,899,1,"Tai cua hang",1,"Monday","SP","Vat ly","100"
"14280","3521",42.9,250,42.9,1,"Tai cua hang",4,"Sunday","PA","Vat ly","23"
"14281","4882",44.5,500,44.5,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","30"
"14282","9873",379,14150,379,1,"Tai cua hang",4,"Wednesday","PE","Vat ly","48"
"14283","19866",600,710,699,1,"Truc tuyen",4,"Saturday","PA","Truc tuyen","OL_2"
"14284","15961",45,200,45,1,"Tai cua hang",3,"Saturday","RJ","Vat ly","63"
"14285","15880",14.99,200,14.99,1,"Truc tuyen",1,"Tuesday","MG","Truc tuyen","OL_3"
"14286","3510",79.99,4325,79.99,1,"Tai cua hang",1,"Wednesday","MG","Vat ly","84"
"14287","19586",79.9,1183,79.9,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"14288","16431",47.49,175,49.49,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","32"
"14289","150",179.93,100,179.93,1,"Truc tuyen",2,"Sunday","DF","Truc tuyen","OL_4"
"1429","8490",79.9,350,79.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","16"
"14290","5336",102,314,106,1,"Tai cua hang",4,"Thursday","DF","Vat ly","27"
"14291","16465",129,50,129,1,"Truc tuyen",1,"Saturday","RJ","Truc tuyen","OL_21"
"14292","6885",29.5,1867,29.5,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_14"
"14293","8505",164.9,300,164.9,1,"Tai cua hang",1,"Monday","GO","Vat ly","26"
"14294","12245",39.9,300,39.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","21"
"14295","5404",124.9,200,120,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_28"
"14296","1996",45.9,7650,45.9,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","75"
"14297","19727",189.9,998,189.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","41"
"14298","230",159.99,7300,639.96,4,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"14299","11959",205,3300,205,1,"Tai cua hang",3,"Saturday","SP","Vat ly","24"
"143","16799",149,6550,149,1,"Truc tuyen",1,"Tuesday","RJ","Truc tuyen","OL_21"
"1430","16476",782.25,1400,782.25,1,"Tai cua hang",3,"Thursday","MG","Vat ly","15"
"14300","1337",84.9,1138,89.9,1,"Tai cua hang",1,"Wednesday","ES","Vat ly","45"
"14301","17790",28.9,150,28.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","14"
"14302","13431",99,2900,99,1,"Tai cua hang",1,"Friday","SP","Vat ly","5"
"14303","15827",79,6050,79,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_28"
"14304","13558",69.88,1050,69.88,1,"Tai cua hang",3,"Monday","SP","Vat ly","100"
"14304","14470",69.79,1800,69.79,1,"Tai cua hang",3,"Monday","SP","Vat ly","64"
"14305","1980",29,200,29,1,"Tai cua hang",1,"Saturday","RJ","Vat ly","8"
"14306","2907",110,7050,99.99,1,"Tai cua hang",2,"Sunday","GO","Vat ly","54"
"14307","1929",71.9,1600,71.9,1,"Truc tuyen",2,"Friday","MG","Truc tuyen","OL_3"
"14308","1391",33,1450,66,2,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_28"
"14309","19767",85.71,3050,85.71,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"1431","1750",17.9,300,13.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","2"
"14310","16674",87.5,900,87.5,1,"Tai cua hang",1,"Sunday","PR","Vat ly","28"
"14311","13805",69.9,2600,69.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","16"
"14312","18198",45.99,250,45.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","43"
"14313","1369",659,23350,659,1,"Tai cua hang",4,"Thursday","RJ","Vat ly","70"
"14314","13805",69.9,2600,139.8,2,"Tai cua hang",1,"Saturday","SP","Vat ly","16"
"14315","2101",122.99,700,119.99,1,"Tai cua hang",2,"Sunday","RJ","Vat ly","70"
"14316","4970",112.35,1017,145.9,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_13"
"14317","16109",139.9,17550,259.8,2,"Tai cua hang",1,"Wednesday","SP","Vat ly","11"
"14318","7973",220,1900,220,1,"Tai cua hang",2,"Friday","SP","Vat ly","17"
"14319","11520",139,563,139,1,"Tai cua hang",4,"Sunday","SC","Vat ly","69"
"1432","5370",53.9,1550,59.9,1,"Tai cua hang",3,"Monday","MG","Vat ly","3"
"14320","7011",199.9,2500,199.9,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","24"
"14321","6185",744,287,744,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","19"
"14322","15181",85,3100,85,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_28"
"14323","12702",82,850,82,1,"Tai cua hang",4,"Wednesday","BA","Vat ly","40"
"14324","7799",16,250,16,1,"Tai cua hang",3,"Sunday","MG","Vat ly","20"
"14325","10170",64.9,4100,59.9,1,"Truc tuyen",2,"Thursday","GO","Truc tuyen","OL_10"
"14326","4984",10.8,100,10.8,1,"Tai cua hang",2,"Monday","SP","Vat ly","71"
"14327","9228",39.9,850,39.9,1,"Tai cua hang",3,"Monday","SP","Vat ly","82"
"14328","10092",50.4,100,50.4,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"14329","4900",19,50,19,1,"Tai cua hang",3,"Wednesday","MG","Vat ly","3"
"1433","7469",54.9,350,54.9,1,"Tai cua hang",2,"Saturday","GO","Vat ly","35"
"14330","12728",119.9,2500,119.9,1,"Tai cua hang",1,"Monday","SP","Vat ly","5"
"14331","4373",78.71,7700,78.71,1,"Tai cua hang",3,"Thursday","MG","Vat ly","37"
"14332","20070",29.99,100,29.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","4"
"14333","1894",55,150,55,1,"Tai cua hang",3,"Saturday","SP","Vat ly","34"
"14334","15022",330,400,325,1,"Tai cua hang",1,"Saturday","PA","Vat ly","23"
"14335","14949",47.57,350,47.57,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_28"
"14336","4195",102.22,1650,102.22,1,"Tai cua hang",2,"Monday","RS","Vat ly","13"
"14337","10567",24.99,100,24.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","34"
"14338","12223",79,1167,158,2,"Tai cua hang",2,"Wednesday","RS","Vat ly","88"
"14339","2659",29.99,300,29.99,1,"Truc tuyen",4,"Sunday","DF","Truc tuyen","OL_4"
"1434","11133",83.99,2150,83.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","25"
"14340","1382",219.9,10200,219.9,1,"Truc tuyen",4,"Tuesday","SP","Truc tuyen","OL_28"
"14341","5336",102,314,102,1,"Tai cua hang",4,"Thursday","DF","Vat ly","27"
"14342","9391",119.99,1147,119.99,1,"Truc tuyen",3,"Monday","DF","Truc tuyen","OL_4"
"14343","9001",158,335,175,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_26"
"14344","14921",135.13,425,135.13,1,"Tai cua hang",1,"Friday","GO","Vat ly","35"
"14345","2668",7,150,7,1,"Tai cua hang",1,"Sunday","PE","Vat ly","48"
"14346","13020",79,650,79,1,"Tai cua hang",3,"Saturday","SP","Vat ly","46"
"14347","3768",24.16,100,24.16,1,"Tai cua hang",2,"Saturday","RJ","Vat ly","70"
"14348","11951",2249,11100,2249,1,"Tai cua hang",2,"Saturday","PE","Vat ly","44"
"14349","12157",139.94,2374,139.9,1,"Tai cua hang",3,"Monday","MG","Vat ly","15"
"1435","19876",118.03,825,105.9,1,"Tai cua hang",4,"Saturday","PA","Vat ly","23"
"14350","14049",64.99,350,64.99,1,"Tai cua hang",2,"Sunday","RJ","Vat ly","39"
"14351","8883",239,4000,239,1,"Truc tuyen",2,"Thursday","ES","Truc tuyen","OL_30"
"14352","10050",39,100,39,1,"Tai cua hang",1,"Sunday","CE","Vat ly","89"
"14353","4321",33,390,31,1,"Tai cua hang",1,"Thursday","SC","Vat ly","59"
"14354","6460",143.8,5950,143.8,1,"Truc tuyen",2,"Tuesday","RJ","Truc tuyen","OL_15"
"14355","5771",55.9,100,59.9,1,"Tai cua hang",4,"Tuesday","MG","Vat ly","37"
"14356","2711",50,1100,50,1,"Tai cua hang",2,"Sunday","DF","Vat ly","27"
"14357","14395",28.89,150,57.78,2,"Tai cua hang",3,"Wednesday","SP","Vat ly","93"
"14358","9710",349,2500,349,1,"Tai cua hang",4,"Thursday","BA","Vat ly","76"
"14359","10161",205.9,13500,205.9,1,"Truc tuyen",3,"Thursday","RJ","Truc tuyen","OL_21"
"1436","18378",69.9,1200,69.9,1,"Truc tuyen",3,"Wednesday","RJ","Truc tuyen","OL_21"
"14360","3383",115,3500,110,1,"Tai cua hang",2,"Thursday","SP","Vat ly","66"
"14361","17723",49.9,200,49.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","30"
"14362","19553",46.9,400,46.9,1,"Tai cua hang",3,"Sunday","DF","Vat ly","53"
"14363","11991",39.4,450,28.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","30"
"14364","2430",45.89,1000,45.89,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_28"
"14365","4332",89.9,1825,89.9,1,"Truc tuyen",4,"Monday","PR","Truc tuyen","OL_7"
"14366","18724",50,6600,50,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"14367","20131",79,7000,89,1,"Tai cua hang",1,"Thursday","SP","Vat ly","34"
"14368","16603",84.99,350,84.99,1,"Tai cua hang",2,"Saturday","DF","Vat ly","31"
"14369","9180",59.9,1200,59.9,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","65"
"1437","5022",37.8,6950,37.8,1,"Truc tuyen",4,"Monday","SC","Truc tuyen","OL_8"
"14370","5679",146,444,129,1,"Tai cua hang",4,"Sunday","RJ","Vat ly","63"
"14371","15862",45.9,150,39.9,1,"Tai cua hang",3,"Wednesday","GO","Vat ly","26"
"14372","4879",20.49,100,40.98,2,"Tai cua hang",1,"Sunday","SP","Vat ly","5"
"14373","17984",24.9,1050,24.9,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_28"
"14374","12235",42.2,900,44.5,1,"Tai cua hang",2,"Saturday","SP","Vat ly","21"
"14375","878",23.7,150,23.7,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_11"
"14376","14329",112,150,104,1,"Tai cua hang",4,"Monday","SP","Vat ly","75"
"14377","7005",39.8,700,39.8,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"14378","17008",24.9,1000,49.8,2,"Tai cua hang",1,"Saturday","SP","Vat ly","24"
"14379","12474",89.9,1250,89.9,1,"Truc tuyen",2,"Sunday","GO","Truc tuyen","OL_10"
"1438","2602",110,2400,110,1,"Truc tuyen",3,"Saturday","RJ","Truc tuyen","OL_21"
"14380","10032",42.9,135,42.9,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_21"
"14381","13239",39.9,5850,39.9,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_28"
"14382","10025",69.9,800,69.9,1,"Tai cua hang",2,"Sunday","PA","Vat ly","23"
"14383","12783",93.5,1650,100,1,"Truc tuyen",1,"Sunday","RS","Truc tuyen","OL_18"
"14384","14477",38.4,850,70,2,"Tai cua hang",2,"Sunday","DF","Vat ly","83"
"14385","12721",29.9,1600,29.9,1,"Truc tuyen",1,"Friday","BA","Truc tuyen","OL_22"
"14386","16799",149,6550,149.99,1,"Tai cua hang",4,"Wednesday","DF","Vat ly","31"
"14387","12017",855,450,855,1,"Tai cua hang",4,"Thursday","SP","Vat ly","56"
"14388","13330",40,1700,50,1,"Tai cua hang",1,"Tuesday","DF","Vat ly","27"
"14389","15242",39.4,455,38.9,1,"Tai cua hang",1,"Sunday","DF","Vat ly","27"
"1439","19322",79.99,8050,79.99,1,"Truc tuyen",2,"Monday","DF","Truc tuyen","OL_4"
"14390","16688",67.99,450,139.98,2,"Tai cua hang",3,"Sunday","SP","Vat ly","71"
"14391","5370",53.9,1550,99.8,2,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_27"
"14392","14603",215.9,1800,215.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","2"
"14393","18687",189.9,389,189.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","55"
"14394","382",199.88,9900,199.88,1,"Tai cua hang",2,"Sunday","SP","Vat ly","61"
"14395","8359",12.25,125,12.25,1,"Truc tuyen",4,"Sunday","RJ","Truc tuyen","OL_21"
"14396","20225",139,400,139,1,"Tai cua hang",3,"Saturday","SP","Vat ly","5"
"14397","12331",115.9,800,115.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","52"
"14398","14102",45,800,45,1,"Tai cua hang",3,"Sunday","RS","Vat ly","13"
"14399","19780",41.29,800,41.29,1,"Tai cua hang",4,"Saturday","MG","Vat ly","37"
"144","9207",19.9,100,19.9,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","17"
"1440","5730",69.99,7150,69.99,1,"Tai cua hang",4,"Wednesday","BA","Vat ly","40"
"14400","10081",110.32,150,110.32,1,"Tai cua hang",4,"Saturday","SP","Vat ly","77"
"14401","14761",18.57,150,19.24,1,"Tai cua hang",2,"Saturday","SP","Vat ly","36"
"14402","1981",45,117,90,2,"Tai cua hang",3,"Saturday","SP","Vat ly","66"
"14403","5927",199,4150,199,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_28"
"14404","12102",62,625,62,1,"Tai cua hang",1,"Sunday","SP","Vat ly","61"
"14405","17580",58.5,378,58.5,1,"Tai cua hang",1,"Tuesday","ES","Vat ly","45"
"14406","668",110,8050,110,1,"Tai cua hang",4,"Monday","ES","Vat ly","45"
"14407","13863",535.9,388,535.9,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"14408","10690",59.9,700,59.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","38"
"14409","13966",39,650,39,1,"Tai cua hang",3,"Tuesday","DF","Vat ly","1"
"1441","10056",58.99,200,58.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","14"
"14410","15544",69.99,200,139.98,2,"Tai cua hang",1,"Saturday","PE","Vat ly","42"
"14411","9089",29.42,2000,29.42,1,"Tai cua hang",2,"Friday","SP","Vat ly","30"
"14412","18681",349,500,349,1,"Tai cua hang",4,"Thursday","RJ","Vat ly","63"
"14413","5952",79,9550,79,1,"Truc tuyen",2,"Friday","DF","Truc tuyen","OL_4"
"14414","279",59.9,3890,58.5,1,"Truc tuyen",2,"Friday","RS","Truc tuyen","OL_18"
"14415","14871",127.99,2550,129.49,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_28"
"14416","19327",79.99,2900,79.99,1,"Truc tuyen",4,"Thursday","RJ","Truc tuyen","OL_21"
"14417","14749",34.9,750,39.9,1,"Tai cua hang",3,"Sunday","BA","Vat ly","40"
"14418","11584",80,1600,80,1,"Tai cua hang",4,"Friday","PR","Vat ly","73"
"14419","4628",169.9,18438,169.9,1,"Truc tuyen",3,"Wednesday","RJ","Truc tuyen","OL_21"
"1442","13360",23.9,225,23.9,1,"Tai cua hang",1,"Sunday","RJ","Vat ly","9"
"14420","17230",127,1850,238,2,"Tai cua hang",2,"Thursday","SP","Vat ly","91"
"14421","7094",179,6150,179,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_20"
"14422","20372",48.32,1700,48.32,1,"Tai cua hang",1,"Thursday","SP","Vat ly","47"
"14423","6910",98.44,200,98.44,1,"Tai cua hang",1,"Saturday","RJ","Vat ly","72"
"14424","2682",99.99,550,99.99,1,"Tai cua hang",4,"Saturday","PE","Vat ly","44"
"14425","17857",37.99,300,37.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","100"
"14426","18720",59.9,600,59.9,1,"Tai cua hang",4,"Friday","DF","Vat ly","1"
"14427","950",55,250,110,2,"Tai cua hang",3,"Saturday","DF","Vat ly","27"
"14428","18336",40,1000,40,1,"Tai cua hang",4,"Sunday","MG","Vat ly","15"
"14429","307",45.9,1111,45.9,1,"Tai cua hang",2,"Wednesday","DF","Vat ly","1"
"1443","17985",29.9,250,29.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","100"
"14430","3936",120,16550,120,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_28"
"14431","9919",139.93,300,139.93,1,"Tai cua hang",1,"Saturday","PR","Vat ly","73"
"14432","9135",34.2,2000,34.2,1,"Tai cua hang",4,"Thursday","SP","Vat ly","91"
"14433","5249",144,300,127.99,1,"Truc tuyen",4,"Tuesday","RJ","Truc tuyen","OL_16"
"14434","1241",42,1700,42,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","56"
"14435","16552",69.99,318,57.99,1,"Tai cua hang",2,"Saturday","PE","Vat ly","48"
"14436","14267",89.99,885,179.98,2,"Tai cua hang",2,"Saturday","RS","Vat ly","13"
"14437","13521",90,1500,90,1,"Tai cua hang",1,"Thursday","PR","Vat ly","28"
"14438","10618",68,1300,68,1,"Truc tuyen",3,"Wednesday","RJ","Truc tuyen","OL_21"
"14438","9740",134.99,1400,129.99,1,"Truc tuyen",3,"Wednesday","RJ","Truc tuyen","OL_21"
"14439","1866",100,450,100,1,"Truc tuyen",4,"Monday","BA","Truc tuyen","OL_22"
"1444","5504",10.9,200,21.8,2,"Tai cua hang",1,"Sunday","MG","Vat ly","74"
"14440","7732",44.9,900,179.6,4,"Tai cua hang",1,"Friday","SP","Vat ly","11"
"14441","18350",689.5,3711,679,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_13"
"14442","17293",129.07,400,129.07,1,"Tai cua hang",1,"Saturday","DF","Vat ly","27"
"14443","1388",50.4,400,44.9,1,"Truc tuyen",4,"Thursday","GO","Truc tuyen","OL_10"
"14444","3208",299.99,1700,299.99,1,"Tai cua hang",2,"Sunday","MG","Vat ly","20"
"14445","10564",164,400,195.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","17"
"14446","19647",59.9,500,59.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","18"
